index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_19_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_012_of_116_0.wav,No I'll push it his sister says giving him a little shove It's my callback The little boy shrinks back from the elevator buttons and I smile sympathetically at their mom but she seems mesmerized by a spot somewhere north of the top of my head so I decide to take a sudden interest in the laces of my shoes and endure the rest of the long creaky ride in silence Even in the best of elevators I think there's no place where time passes so slowly,Where is the narrator?,A. In an audition,B. In a kindergarden,C. In an elevator,D. In a parents meeting,C. In an elevator,no,6.9775,,,,,,,,,,,,,0,98,98,98,,,,,,,,,3398.503984416,,,,,,,,,,,,3399.7276861660002,3399.743109207667,3399.7407564160003,3406.713814625,3406.7243674579995,3406.734743375,3406.9424262909997,3406.9424262909997,3408.840290041,3409.7186734999996,2.7916666666666665,2.080886499999906,1,[0.8875688750003974],[0.8875711660002708],,,,,,,,,,,,,,3409.7190874159996,3414.1803542079997,0,,,0,,,1,4.453724916000283,4.4537272910001775,0,,,,,,,,,,3398.4963868329996,3398.503984416,3398.503984416,3398.503984416,3399.7274201660002,1,[1.230472958000064],[1.2304755409995778],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_131_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_058_of_116_1.wav,It sounds ominous For a minute I stare into the camera which is set up on a tripod facing the chair Then I realize that if the camera sees everything it's seeing me now stare dumbly into it I've had cameras at auditions before of course but for commercials you generally look directly into them a man versus machine staring contest Today however I'm going to be reading with a person while the camera regards me from another angle and I'm supposed to pretend that doesn't make me feel self conscious,How does the camera make the narrator feel?,A. Self conscious,B. Excited,C. Motivated,D. Emotional,A. Self conscious,yes,15.0626875,,,,,,,,,,,,,0,99,99,99,0,0,0,0,0,0,0,0,3433.358655416,,,,,,,,,,,,3415.2469949159995,3415.262906874667,3415.267225458,3430.35242475,3430.3327903749996,3430.3440071249997,3430.5594689580003,3430.5594689580003,3431.572597083,3432.2030992909995,9.966666666666667,1.2013622499998746,1,[0.642743917000189],[0.6427468330002739],,,,,,,,,,3433.3492431249997,3433.358655416,3448.3425421659995,reading with a person while a camera regards me from another angle and i'm supposed to pretend doesn't self-conscious,,,,,,,,,,,,,,,,,,,,,,3414.180786666,3414.1876492909996,3414.1876492909996,3414.1876492909996,3415.2468132080003,1,[1.0644827080004688],[1.0644852499999615],3432.203574958,3432.2092582079995,3432.2092582079995,3432.2092582079995,3433.348443125,1,[1.1439571249993605],[1.1439598329998262],0,,,3448.359707333,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_131_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_058_of_116_1.wav,It sounds ominous For a minute I stare into the camera which is set up on a tripod facing the chair Then I realize that if the camera sees everything it's seeing me now stare dumbly into it I've had cameras at auditions before of course but for commercials you generally look directly into them a man versus machine staring contest Today however I'm going to be reading with a person while the camera regards me from another angle and I'm supposed to pretend that doesn't make me feel self conscious,How does the camera make the narrator feel?,A. Self conscious,B. Excited,C. Motivated,D. Emotional,A. Self conscious,yes,15.0626875,,,,,,,,,,,,,0,99,99,99,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_131_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_058_of_116_1.wav,It sounds ominous For a minute I stare into the camera which is set up on a tripod facing the chair Then I realize that if the camera sees everything it's seeing me now stare dumbly into it I've had cameras at auditions before of course but for commercials you generally look directly into them a man versus machine staring contest Today however I'm going to be reading with a person while the camera regards me from another angle and I'm supposed to pretend that doesn't make me feel self conscious,How does the camera make the narrator feel?,A. Self conscious,B. Excited,C. Motivated,D. Emotional,A. Self conscious,yes,15.0626875,,,,,,,,,,,,,0,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.342831958,3450.6111717080003,1,2.260562124999524,2.260564707999947,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_16_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_010_of_116_0.wav,When he tries to describe the story to me I find myself counting the planks in our floor weighing the merits of vegetable versus scallion cream cheese But I'm sure it's better than it sounds How's my hair I'm taking an apartment wide poll for some reason this time my question is accompanied by a weird sort of tap step Flourish in order to sell it I hate myself I must be stopped Big he says hopefully huh,What does the narrator do while the person describes the story to her?,A. Counts the planks in the floor,B. Weighs the merits of cream cheese,C. Dances a tap step,D. Flips her hair dramatically,A. Counts the planks in the floor,no,12.06625,,,,,,,,,,,,,0,100,100,100,,,,,,,,,3450.6244424999995,,,,,,,,,,,,3452.8987966249997,3452.9146248326665,3452.915999041,3464.9854090829995,3464.9875137500003,3464.9987311249997,3465.233698833,3465.233698833,3467.035282666,3467.6559445410003,8.041666666666668,2.010574500000075,1,[0.629464249999728],[0.6294666670000879],,,,,,,,,,,,,,3467.6564243330004,3476.9631899159995,1,9.297505167000054,9.297507999999652,0,,,0,,,0,,,,,,,,,,3450.6116737909997,3450.6244424999995,3450.6244424999995,3450.6244424999995,3452.898612166,1,[2.285313999999744],[2.2853167499997653],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_12_condition.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_4.wav,Of course the wedding's not until June but if you wanna stay at the Sands by the shore she said to book early Okay thanks Franny I'm worried about you Why Well from my initial calculations this new telephone identification system could save you upwards of 20 to 25 seconds per day I'm concerned about how you'll adjust to all the new free time Har har Also one of my students says there's a show called Friends Apparently it's a popular one Maybe you should try to apply for that,What does the narrator's father joke about regarding caller ID?,A. The invention of the telephone,B. The inconvenience of caller ID,C. The potential time saved with caller ID,D. The popularity of caller ID,C. The potential time saved with caller ID,yes,29.67,,,,,,,,,,,,,0,101,101,101,0,0,0,0,0,0,0,0,3509.746679375,,,,,,,,,,,,3477.6501927500003,3477.682726416334,3477.682484791,3507.351863125,3507.3537460830003,3507.3748556660003,3507.5798516659997,3507.5798516659997,3508.2104649579996,3508.8496629579995,9.95,0.8082329160006338,1,[0.6513725000004342],[0.6513750000003711],,,,,,,,,,3509.7370314580003,3509.746679375,3524.730298583,show called friends maybe you should try to apply for that popular one worried telephone,,,,,,,,,,,,,,,,,,,,,,3476.9637763749997,3476.9764605829996,3476.9764605829996,3476.9764605829996,3477.6500137909998,1,[0.6856565830003092],[0.6856592080002883],3508.8501575,3508.860912833,3508.860912833,3508.860912833,3509.736304541,1,[0.8852248329994836],[0.8852273329994205],0,,,3524.7501530829995,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_12_condition.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_4.wav,Of course the wedding's not until June but if you wanna stay at the Sands by the shore she said to book early Okay thanks Franny I'm worried about you Why Well from my initial calculations this new telephone identification system could save you upwards of 20 to 25 seconds per day I'm concerned about how you'll adjust to all the new free time Har har Also one of my students says there's a show called Friends Apparently it's a popular one Maybe you should try to apply for that,What does the narrator's father joke about regarding caller ID?,A. The invention of the telephone,B. The inconvenience of caller ID,C. The potential time saved with caller ID,D. The popularity of caller ID,C. The potential time saved with caller ID,yes,29.67,,,,,,,,,,,,,0,101,101,101,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_12_condition.wav,Someday__Someday__Maybe__Unabridged___File_008_of_116_4.wav,Of course the wedding's not until June but if you wanna stay at the Sands by the shore she said to book early Okay thanks Franny I'm worried about you Why Well from my initial calculations this new telephone identification system could save you upwards of 20 to 25 seconds per day I'm concerned about how you'll adjust to all the new free time Har har Also one of my students says there's a show called Friends Apparently it's a popular one Maybe you should try to apply for that,What does the narrator's father joke about regarding caller ID?,A. The invention of the telephone,B. The inconvenience of caller ID,C. The potential time saved with caller ID,D. The popularity of caller ID,C. The potential time saved with caller ID,yes,29.67,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.7305714579998,3529.849989333,0,,,0,,,1,5.109206125000128,5.109209375000319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_3_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_1.wav,I suppose I did but I'm still too groggy to focus on the details Normally I would have asked our other roommate my best friend Jane but she's been working nights as a PA on that new Russell Blakely movie Since Dan moved into the bedroom downstairs a few months ago I haven't noticed much about him except how unnecessarily tall he is how many hours he spends writing at the computer and the intense fear he seems to have about coming upon either of us when we're not decent Dan come in You're decent,What is the main reason the narrator doesn't ask their roommate Jane for help?,A. Jane is too busy working,B. Jane is not a good friend,C. The narrator doesn't trust Jane,D. The narrator prefers not to tak to anyone,A. Jane is too busy working,no,9.271875,,,,,,,,,,,,,0,102,102,102,,,,,,,,,3529.862827875,,,,,,,,,,,,3532.540744791,3532.555944207667,3532.5561664999996,3541.8306684159998,3541.833935333,3541.845153333,3542.0788221659996,3542.0788221659996,3544.2963852909998,3544.836901666,3.0,2.4225658750001458,1,[0.5534754999998768],[0.5534777500006385],,,,,,,,,,,,,,3544.8373328750004,3549.417231708,1,4.570841417000338,4.570844208999915,0,,,0,,,0,,,,,,,,,,3529.850562416,3529.862827875,3529.862827875,3529.862827875,3532.540504458,1,[2.6875205840005947],[2.687523292000151],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_50_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_025_of_116_3.wav,It was a high concept half hour pilot he said Cutting edge was the exact phrase he used I believe He said it had taken some convincing to get me an audition since I had no television experience but they'd agreed to see me So I read the script and it didn't seem like a TV show to me but I'm used to reading plays where anything can happen in the world of someone's memory or whatever You were used to reading things that were abstract Leighton says Or imaginative not totally set in reality yes So I'm picturing what it could be if done correctly,What was the description given for the pilot in the story?,A. A low-budget independent film,B. A high concept half-hour pilot,C. A traditional TV show format,D. A full-length feature film,B. A high concept half-hour pilot,no,11.1675,,,,,,,,,,,,,0,103,103,103,,,,,,,,,3549.430558166,,,,,,,,,,,,3550.6880748329995,3550.7039389996667,3550.705050458,3561.881767291,3561.8849485829996,3561.8961707079998,3562.1001475000003,3562.1001475000003,3564.397271625,3565.4545344159997,5.008333333333333,2.473683125000207,1,[1.0692916669995611],[1.069294166999498],,,,,,,,,,,,,,3565.4549964999997,3568.815704791,0,,,1,3.3520413749993168,3.352044332999867,0,,,0,,,,,,,,,,3549.417827,3549.430558166,3549.430558166,3549.430558166,3550.687893458,1,[1.2683217909998348],[1.2683243329993275],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_70_condition.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_4.wav,Um yes sure thanks again I'm not sure whether Carol is generally grumpy or if I made her that way I thumb through the copy of the National Enquirer Michael goes after Elvis's 200 million Cordelia Biscayne shopping spree Candice Bergen deathbed drama I wish I'd brought something else to read This magazine makes my stomach hurt So many people on a set to get to know I think while skimming Princess dies love letters So many names,What does the narrator think about Carol?,A. That she is grumpy,B. That she is friendly,C. That she is depressed,D. That she is lively,A. That she is grumpy,yes,29.50003125,,,,,,,,,,,,,0,104,104,104,0,0,0,0,0,0,0,0,3603.9353370829995,,,,,,,,,,,,3570.872740916,3570.905252083334,3570.9052545409995,3600.417399625,3600.420411708,3600.440898791,3600.651119166,3600.651119166,3602.2662464160003,3602.885300958,10,1.7973694169995724,1,[0.631330249999337],[0.6313329579998026],,,,,,,,,,3603.9257286659995,3603.9353370829995,3618.925080416,candace bergen deathbed drama princess di so many names generally grumpy set,,,,,,,,,,,,,,,,,,,,,,3568.81620725,3568.8315227499997,3568.8315227499997,3568.8315227499997,3570.8725409999997,1,[2.055757416000233],[2.0557600410002124],3602.8858349579996,3602.8994265,3602.8994265,3602.8994265,3603.9249709160003,1,[1.038217624999561],[1.03822024999954],0,,,3618.943773,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_70_condition.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_4.wav,Um yes sure thanks again I'm not sure whether Carol is generally grumpy or if I made her that way I thumb through the copy of the National Enquirer Michael goes after Elvis's 200 million Cordelia Biscayne shopping spree Candice Bergen deathbed drama I wish I'd brought something else to read This magazine makes my stomach hurt So many people on a set to get to know I think while skimming Princess dies love letters So many names,What does the narrator think about Carol?,A. That she is grumpy,B. That she is friendly,C. That she is depressed,D. That she is lively,A. That she is grumpy,yes,29.50003125,,,,,,,,,,,,,0,104,104,104,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_70_condition.wav,Someday__Someday__Maybe__Unabridged___File_033_of_116_4.wav,Um yes sure thanks again I'm not sure whether Carol is generally grumpy or if I made her that way I thumb through the copy of the National Enquirer Michael goes after Elvis's 200 million Cordelia Biscayne shopping spree Candice Bergen deathbed drama I wish I'd brought something else to read This magazine makes my stomach hurt So many people on a set to get to know I think while skimming Princess dies love letters So many names,What does the narrator think about Carol?,A. That she is grumpy,B. That she is friendly,C. That she is depressed,D. That she is lively,A. That she is grumpy,yes,29.50003125,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3618.925322,3621.1786683749997,1,2.2445097500003612,2.2445123750003404,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_139_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_081_of_116_1.wav,"Sorry, you guys says Dan I suck. I don't know how actors do it. I want to help Can I just read this next scene to myself first before we do it out loud? Of course I say to him generously then I turn to Jane and roll my eyes these method actors Here you go. Mr. James Dean sir says Jane handing him a single sheet of paper. It's just the one page What a drama queen he is don't quit your day job Danny Dan pours over the single sheet holding it tightly on either side.",What does the narrator do when she turns to Jane?,A. She rolls her eyes,B. She smiles,C. She winks,D. She nods,A. She rolls her eyes,no,13.749,,,,,,,,,,,,,0,105,105,105,,,,,,,,,3621.1866544160002,,,,,,,,,,,,3624.5088718750003,3624.524711207667,3624.5274824999997,3638.286115041,3638.2897028750003,3638.3008227909995,3638.538385166,3638.538385166,3640.455633083,3641.0648326250002,9.925,2.1294021670000802,1,[0.6186885409997558],[0.6186909580001156],,,,,,,,,,,,,,3641.065274666,3643.220173416,1,2.1472104580007,2.1472130000001926,0,,,0,,,0,,,,,,,,,,3621.17923375,3621.1866544160002,3621.1866544160002,3621.1866544160002,3624.5086897909996,1,[3.3276366669997515],[3.3276391250001325],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
